Using cpu device
Logging to runs\ppo_metadrive_10_scenarios\ppo_metadrive_10_scenarios_2025-03-18_18-59-30_e347670b\ppo_metadrive_10_scenarios_1
-----------------------------
| time/              |      |
|    clip_fraction        | 0.0612       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.29        |
|    explained_variance   | 0.228        |
|    learning_rate        | 5e-05        |
|    loss                 | 35.7         |
|    n_updates            | 2160         |
|    policy_gradient_loss | -0.00157     |
|    std                  | 0.76         |
|    value_loss           | 55.8         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00714      |
|    crash                | 0.179        |
|    max_step             | 0            |
|    mean_ep_length       | 91           |
|    mean_reward          | 95.9         |
|    num_episodes         | 5            |
|    out_of_road          | 0.993        |
|    raw_action           | 0.44865862   |
|    route_completion     | 0.292        |
|    success_rate         | 0            |
|    total_cost           | 4.11         |
| time/                   |              |
|    total_timesteps      | 280000       |
| train/                  |              |
|    approx_kl            | 0.0008476352 |
|    clip_fraction        | 0.0571       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.29        |
|    explained_variance   | 0.114        |
|    learning_rate        | 5e-05        |
|    loss                 | 18.3         |
|    n_updates            | 2180         |
|    policy_gradient_loss | -0.00189     |
|    std                  | 0.76         |
|    value_loss           | 59.7         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 416      |
|    ep_rew_mean     | 265      |
| time/              |          |
|    fps             | 932      |
|    iterations      | 110      |
|    time_elapsed    | 301      |
|    total_timesteps | 281600   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 412          |
|    ep_rew_mean          | 266          |
| time/                   |              |
|    fps                  | 934          |
|    iterations           | 111          |
|    time_elapsed         | 304          |
|    total_timesteps      | 284160       |
| train/                  |              |
|    approx_kl            | 0.0026233906 |
|    clip_fraction        | 0.0971       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.138        |
|    learning_rate        | 5e-05        |
|    loss                 | 15.2         |
|    n_updates            | 2200         |
|    policy_gradient_loss | -0.00266     |
|    std                  | 0.756        |
|    value_loss           | 44           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 399          |
|    ep_rew_mean          | 260          |
